apps/erpnext/erpnext/utilities/transaction_base.py +93,Invalid reference {0} {1},Ungültige Referenz {0} {1}
DocType: Payment Tool,Total Payment Amount,Summe Zahlungen
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +145,{0} ({1}) cannot be greater than planned quanitity ({2}) in Production Order {3},{0} ({1}) kann nicht größer sein als die geplante Menge ({2}) im Fertigungsauftrag {3}
DocType: Shipping Rule,Shipping Rule Label,Bezeichnung der Versandregel
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +204,Raw Materials cannot be blank.,Rohmaterial kann nicht leer sein
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +418,"Could not update stock, invoice contains drop shipping item.","Lager konnte nicht aktualisiert werden, Rechnung enthält Streckenhandel-Artikel."
DocType: Newsletter,Test,Test
apps/erpnext/erpnext/stock/doctype/item/item.py +398,"As there are existing stock transactions for this item, \
							you can not change the values of 'Has Serial No', 'Has Batch No', 'Is Stock Item' and 'Valuation Method'","Da es bestehende Lagertransaktionen für diesen Artikel gibt, können die Werte von ""Hat Seriennummer"", ""Hat Losnummer"", ""Ist Lagerartikel"" und ""Bewertungsmethode"" nicht geändert werden"
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +444,Quick Journal Entry,Schnellbuchung
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.js +100,You can not change rate if BOM mentioned agianst any item,"Sie können den Preis nicht ändern, wenn eine Stückliste für einen Artikel aufgeführt ist"
DocType: Stock Entry,For Quantity,Für Menge
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +157,Please enter Planned Qty for Item {0} at row {1},Bitte die geplante Menge für Artikel {0} in Zeile {1} eingeben
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +211,{0} {1} is not submitted,{0} {1} wurde nicht übertragen
apps/erpnext/erpnext/config/stock.py +18,Requests for items.,Artikelanfragen
DocType: Production Planning Tool,Separate production order will be created for each finished good item.,Für jeden zu fertigenden Artikel wird ein separater Fertigungsauftrag erstellt.
DocType: Purchase Invoice,Terms and Conditions1,Allgemeine Geschäftsbedingungen1
DocType: Accounts Settings,"Accounting entry frozen up to this date, nobody can do / modify entry except role specified below.",Buchung wurde bis zu folgendem Zeitpunkt gesperrt. Bearbeiten oder ändern kann nur die Person in unten stehender Rolle.
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.js +121,Please save the document before generating maintenance schedule,Bitte das Dokument vor dem Erstellen eines Wartungsplans abspeichern
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +28,Project Status,Projektstatus
DocType: UOM,Check this to disallow fractions. (for Nos),"Hier aktivieren, um keine Bruchteile zuzulassen (für Nr.)"
apps/erpnext/erpnext/config/crm.py +96,Newsletter Mailing List,Newsletter-Versandliste
DocType: Delivery Note,Transporter Name,Name des Transportunternehmers
DocType: Authorization Rule,Authorized Value,Autorisierter Wert
DocType: Contact,Enter department to which this Contact belongs,"Abteilung eingeben, zu der dieser Kontakt gehört"
apps/erpnext/erpnext/hr/report/monthly_attendance_sheet/monthly_attendance_sheet.py +57,Total Absent,Summe Abwesenheit
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +744,Item or Warehouse for row {0} does not match Material Request,Artikel oder Lager in Zeile {0} stimmen nicht mit Materialanfrage überein
apps/erpnext/erpnext/config/stock.py +104,Unit of Measure,Maßeinheit
DocType: Fiscal Year,Year End Date,Enddatum des Geschäftsjahres
DocType: Task Depends On,Task Depends On,Aufgabe hängt davon ab
DocType: Lead,Opportunity,Verkaufschance
DocType: Salary Structure Earning,Salary Structure Earning,Gehaltsstruktur-Verdienst
,Completed Production Orders,Abgeschlossene Fertigungsaufträge
DocType: Operation,Default Workstation,Standard-Arbeitsplatz
DocType: Notification Control,Expense Claim Approved Message,Benachrichtigung über genehmigte Aufwandsabrechnung
DocType: Email Digest,How frequently?,Wie häufig?
DocType: Purchase Receipt,Get Current Stock,Aktuellen Lagerbestand aufrufen
apps/erpnext/erpnext/config/manufacturing.py +63,Tree of Bill of Materials,Stücklistenstruktur
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +198,Maintenance start date can not be before delivery date for Serial No {0},Startdatum der Wartung kann nicht vor dem Liefertermin für Seriennummer {0} liegen
DocType: Production Order,Actual End Date,Tatsächliches Enddatum
DocType: Authorization Rule,Applicable To (Role),Anwenden auf (Rolle)
DocType: Stock Entry,Purpose,Zweck
DocType: Item,Will also apply for variants unless overrridden,"Gilt auch für Varianten, sofern nicht außer Kraft gesetzt"
DocType: Purchase Invoice,Advances,Anzahlungen
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +32,Approving User cannot be same as user the rule is Applicable To,"Genehmigender Benutzer kann nicht derselbe Benutzer sein wie derjenige, auf den die Regel anzuwenden ist"
DocType: Stock Entry Detail,Basic Rate (as per Stock UOM),Grundbetrag (nach Lagermaßeinheit)
DocType: SMS Log,No of Requested SMS,Anzahl angeforderter SMS
DocType: Campaign,Campaign-.####,Kampagne-.####
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +21,Next Steps,Nächste Schritte
apps/erpnext/erpnext/hr/doctype/employee/employee.py +117,Contract End Date must be greater than Date of Joining,Vertragsende muss weiter in der Zukunft liegen als Eintrittsdatum sein
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,"Ein Drittanbieter/Händler/Kommissionär/verbundenes Unternehmen/Wiederverkäufer, der die Produkte auf Provisionsbasis verkauft."
DocType: Customer Group,Has Child Node,Unterknoten vorhanden
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +332,{0} against Purchase Order {1},{0} zu Lieferantenauftrag {1}
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Statische URL-Parameter hier eingeben (z. B. Absender=ERPNext, Benutzername=ERPNext, Passwort=1234 usw.)"
apps/erpnext/erpnext/accounts/utils.py +42,{0} {1} not in any active Fiscal Year. For more details check {2}.,"{0} {1} ist in keinem aktiven Geschäftsjahr. Für weitere Details, bitte {2} prüfen."
apps/erpnext/erpnext/setup/setup_wizard/default_website.py +26,This is an example website auto-generated from ERPNext,"Dies ist eine Beispiel-Webseite, von ERPNext automatisch generiert"
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +37,Ageing Range 1,Alter Bereich 1
DocType: Purchase Taxes and Charges Template,"Standard tax template that can be applied to all Purchase Transactions. This template can contain list of tax heads and also other expense heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different rates, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type:
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Consider Tax or Charge for: In this section you can specify if the tax / charge is only for valuation (not a part of total) or only for total (does not add value to the item) or for both.
10. Add or Deduct: Whether you want to add or deduct the tax.","Standard-Steuer-Vorlage, die für alle Kauftransaktionen angewandt werden kann. Diese Vorlage kann eine Liste der Steuern und auch anderer Kosten wie ""Versand"", ""Versicherung"", ""Handhabung"" usw. enthalten.

 #### Hinweis

Der Steuersatz, den sie hier definieren, wird der Standardsteuersatz für alle Artikel. Wenn es Artikel mit davon abweichenden Steuersätzen gibt, müssen diese in der Tabelle ""Artikelsteuer"" im Artikelstamm hinzugefügt werden.

 #### Beschreibung der Spalten

1. Berechnungsart:
- Dies kann sein ""Auf Nettosumme"" (das ist die Summe der Grundbeträge).
- ""Auf vorherige Zeilensumme/-Betrag"" (für kumulative Steuern oder Abgaben). Wenn diese Option ausgewählt wird, wird die Steuer als Prozentsatz der vorherigen Zeilesumme/des vorherigen Zeilenbetrags (in der Steuertabelle) angewendet.
- ""Unmittelbar"" (wie bereits erwähnt).
2. Kontobezeichnung: Das Konto, auf das diese Steuer gebucht wird.
3. Kostenstelle: Ist die Steuer/Gebühr ein Ertrag (wie Versand) oder ein Aufwand, muss sie gegen eine Kostenstelle gebucht werden.
4. Beschreibung: Beschreibung der Steuer (wird auf Rechnungen und Angeboten abgedruckt).
5. Satz: Steuersatz.
6. Betrag: Steuerbetrag.
7. Gesamt: Kumulierte Summe bis zu diesem Punkt.
8. Zeile eingeben: Wenn ""Basierend auf Vorherige Zeile"" eingestellt wurde, kann hier die Zeilennummer ausgewählt werden, die als Basis für diese Berechnung (voreingestellt ist die vorherige Zeile) herangezogen wird.
9. Steuern oder Gebühren berücksichtigen: In diesem Abschnitt kann festgelegt werden, ob die Steuer/Gebühr nur für die Bewertung (kein Teil der Gesamtsumme) oder nur für die Gesamtsumme (vermehrt nicht den Wert des Artikels) oder für beides verwendet wird.
10. Hinzufügen oder abziehen: Gibt an, ob die Steuer/Abgabe hinzugefügt oder abgezogen wird."
DocType: Purchase Receipt Item,Recd Quantity,Erhaltene Menge
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +104,Cannot produce more Item {0} than Sales Order quantity {1},"Es können nicht mehr Artikel {0} produziert werden, als die über Kundenaufträge bestellte Stückzahl {1}"
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +477,Stock Entry {0} is not submitted,Lagerbuchung {0} wurde nicht übertragen
DocType: Payment Reconciliation,Bank / Cash Account,Bank / Geldkonto
DocType: Tax Rule,Billing City,Stadt laut Rechnungsadresse
DocType: Global Defaults,Hide Currency Symbol,Währungssymbol ausblenden
apps/erpnext/erpnext/config/accounts.py +164,"e.g. Bank, Cash, Credit Card","z. B. Bank, Bargeld, Kreditkarte"
DocType: Journal Entry,Credit Note,Gutschrift
apps/erpnext/erpnext/projects/doctype/time_log/time_log.py +221,Completed Qty cannot be more than {0} for operation {1},Gefertigte Menge kann für den Arbeitsablauf {1} nicht mehr als {0} sein
DocType: Features Setup,Quality,Qualität
DocType: Warranty Claim,Service Address,Serviceadresse
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +83,Max 100 rows for Stock Reconciliation.,Max 100 Zeilen für Lagerabgleich.
DocType: Stock Entry,Manufacture,Fertigung
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +13,Please Delivery Note first,Bitte zuerst den Lieferschein
DocType: Purchase Invoice,Currency and Price List,Währungs- und Preisliste
DocType: Opportunity,Customer / Lead Name,Kunden/Lead-Name
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +62,Clearance Date not mentioned,Abwicklungsdatum nicht benannt
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +71,Production,Produktion
DocType: Item,Allow Production Order,Fertigungsauftrag zulassen
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.js +60,Row {0}:Start Date must be before End Date,Zeile {0}: Startdatum muss vor dem Enddatum liegen
apps/erpnext/erpnext/controllers/trends.py +19,Total(Qty),Summe (Anzahl)
DocType: Installation Note Item,Installed Qty,Installierte Anzahl
DocType: Lead,Fax,Telefax
DocType: Purchase Taxes and Charges,Parenttype,Typ des übergeordneten Elements
DocType: Salary Structure,Total Earning,Gesamteinnahmen
DocType: Purchase Receipt,Time at which materials were received,"Zeitpunkt, zu dem Materialien empfangen wurden"
apps/erpnext/erpnext/utilities/doctype/address/address.py +118,My Addresses,Meine Adressen
DocType: Stock Ledger Entry,Outgoing Rate,Verkaufspreis
apps/erpnext/erpnext/config/hr.py +100,Organization branch master.,Stammdaten zu Unternehmensfilialen
apps/erpnext/erpnext/controllers/accounts_controller.py +255, or ,oder
DocType: Sales Order,Billing Status,Abrechnungsstatus
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +135,Utility Expenses,Versorgungsaufwendungen
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,90-Above,Über 90
DocType: Buying Settings,Default Buying Price List,Standard-Einkaufspreisliste
DocType: Notification Control,Sales Order Message,Benachrichtigung über Kundenauftrag
apps/erpnext/erpnext/config/setup.py +15,"Set Default Values like Company, Currency, Current Fiscal Year, etc.","Standardwerte wie Firma, Währung, aktuelles Geschäftsjahr usw. festlegen"
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.js +28,Payment Type,Zahlungsart
DocType: Process Payroll,Select Employees,Mitarbeiter auswählen
DocType: Bank Reconciliation,To Date,Bis-Datum
DocType: Opportunity,Potential Sales Deal,Möglicher Verkaufsabschluss
DocType: Purchase Invoice,Total Taxes and Charges,Gesamte Steuern und Gebühren
DocType: Item,Quality Parameters,Qualitätsparameter
apps/erpnext/erpnext/stock/doctype/item/item.js +26,Ledger,Hauptbuch
DocType: Target Detail,Target  Amount,Zielbetrag
DocType: Shopping Cart Settings,Shopping Cart Settings,Warenkorb-Einstellungen
DocType: Journal Entry,Accounting Entries,Buchungen
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +24,Duplicate Entry. Please check Authorization Rule {0},Doppelter Eintrag/doppelte Buchung. Bitte überprüfen Sie Autorisierungsregel {0}
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +25,Global POS Profile {0} already created for company {1},Allgemeines POS-Profil {0} bereits für Firma {1} angelegt
DocType: Purchase Order,Ref SQ,Ref-SQ
apps/erpnext/erpnext/config/manufacturing.py +56,Replace Item / BOM in all BOMs,Artikel/Stückliste in allen Stücklisten ersetzen
DocType: Purchase Order Item,Received Qty,Erhaltene Menge
DocType: Stock Entry Detail,Serial No / Batch,Seriennummer / Charge
DocType: Product Bundle,Parent Item,Übergeordneter Artikel
DocType: Account,Account Type,Kontentyp
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +113,Leave Type {0} cannot be carry-forwarded,Urlaubstyp {0} kann nicht in die Zukunft übertragen werden
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +213,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',"Wartungsplan wird nicht für alle Elemente erzeugt. Bitte klicken Sie auf ""Zeitplan generieren"""
,To Produce,Zu produzieren
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +119,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","Für Zeile {0} in {1}. Um {2} in die Artikel-Bewertung mit einzubeziehen, muss auch Zeile {3} mit enthalten sein"
DocType: Packing Slip,Identification of the package for the delivery (for print),Kennzeichnung des Paketes für die Lieferung (für den Druck)
DocType: Bin,Reserved Quantity,Reservierte Menge
DocType: Landed Cost Voucher,Purchase Receipt Items,Kaufbeleg-Artikel
apps/erpnext/erpnext/config/learn.py +21,Customizing Forms,Formulare anpassen
DocType: Account,Income Account,Ertragskonto
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +632,Delivery,Auslieferung
DocType: Stock Reconciliation Item,Current Qty,Aktuelle Anzahl
DocType: BOM Item,"See ""Rate Of Materials Based On"" in Costing Section",Siehe „Anteil der zu Grunde liegenden Materialien“ im Abschnitt Kalkulation
DocType: Appraisal Goal,Key Responsibility Area,Wichtigster Verantwortungsbereich
DocType: Item Reorder,Material Request Type,Materialanfragetyp
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +84,Row {0}: UOM Conversion Factor is mandatory,Zeile {0}: Umrechnungsfaktor für Maßeinheit ist zwingend erforderlich
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +17,Ref,Ref.
DocType: Cost Center,Cost Center,Kostenstelle
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +36,Voucher #,Beleg #
DocType: Notification Control,Purchase Order Message,Lieferantenauftrags-Nachricht
DocType: Tax Rule,Shipping Country,Zielland der Lieferung
DocType: Upload Attendance,Upload HTML,HTML hochladen
apps/erpnext/erpnext/controllers/accounts_controller.py +409,"Total advance ({0}) against Order {1} cannot be greater \
				than the Grand Total ({2})",Summe der Anzahlungen ({0}) zu Bestellung {1} kann nicht größer sein  als die Gesamtsumme ({2})
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +12,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",Die Preisregel überschreibt die Preisliste. Bitte einen Rabattsatz aufgrund bestimmter Kriterien definieren.
DocType: Serial No,Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,Lager kann nur über Lagerbuchung / Lieferschein / Kaufbeleg geändert werden
DocType: Employee Education,Class / Percentage,Klasse / Anteil
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +92,Head of Marketing and Sales,Leiter Marketing und Vertrieb
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +31,Income Tax,Einkommensteuer
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +15,"If selected Pricing Rule is made for 'Price', it will overwrite Price List. Pricing Rule price is the final price, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Rate' field, rather than 'Price List Rate' field.","Wenn für ""Preis"" eine Preisregel ausgewählt wurde, wird die Preisliste überschrieben. Der Preis aus der Preisregel ist der endgültige Preis, es sollte also kein weiterer Rabatt gewährt werden. Daher wird er in Transaktionen wie Kundenauftrag, Lieferantenauftrag etc., vorrangig aus dem Feld ""Preis"" gezogen, und dann erst aus dem Feld ""Preisliste""."
apps/erpnext/erpnext/config/selling.py +163,Track Leads by Industry Type.,Leads nach Branchentyp nachverfolgen
DocType: Item Supplier,Item Supplier,Artikellieferant
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +328,Please enter Item Code to get batch no,Bitte die Artikelnummer eingeben um die Chargennummer zu erhalten
apps/erpnext/erpnext/selling/doctype/quotation/quotation.js +643,Please select a value for {0} quotation_to {1},Bitte einen Wert für {0} Angebot an {1} auswählen
apps/erpnext/erpnext/config/selling.py +33,All Addresses.,Alle Adressen
DocType: Company,Stock Settings,Lager-Einstellungen
apps/erpnext/erpnext/accounts/doctype/account/account.py +201,"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","Zusammenführung ist nur möglich, wenn folgende Eigenschaften in beiden Datensätzen identisch sind:  Gruppe, Root-Typ, Firma"
apps/erpnext/erpnext/config/crm.py +72,Manage Customer Group Tree.,Baumstruktur der Kundengruppen verwalten
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +302,New Cost Center Name,Neuer Kostenstellenname
DocType: Leave Control Panel,Leave Control Panel,Urlaubsverwaltung
apps/erpnext/erpnext/utilities/doctype/address/address.py +95,No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,Keine Standard-Adressvorlage gefunden. Bitte eine neue unter Setup > Druck und Branding > Adressvorlage erstellen.
DocType: Appraisal,HR User,Nutzer Personalabteilung
DocType: Purchase Invoice,Taxes and Charges Deducted,Steuern und Gebühren abgezogen
apps/erpnext/erpnext/shopping_cart/utils.py +46,Issues,Fälle
apps/erpnext/erpnext/controllers/status_updater.py +12,Status must be one of {0},Status muss einer aus {0} sein
DocType: Sales Invoice,Debit To,Belasten auf
DocType: Delivery Note,Required only for sample item.,Nur erforderlich für Probeartikel.
DocType: Stock Ledger Entry,Actual Qty After Transaction,Tatsächliche Anzahl nach Transaktionen
,Pending SO Items For Purchase Request,Ausstehende Artikel aus Kundenaufträgen für Lieferantenanfrage
DocType: Supplier,Billing Currency,Abrechnungswährung
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +148,Extra Large,Besonders groß
,Profit and Loss Statement,Erfolgsrechnung
DocType: Bank Reconciliation Detail,Cheque Number,Schecknummer
DocType: Payment Tool Detail,Payment Tool Detail,Zahlungswerkzeug-Details
,Sales Browser,Vertriebs-Browser
DocType: Journal Entry,Total Credit,Gesamt-Haben
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +480,Warning: Another {0} # {1} exists against stock entry {2},Achtung: Zu Lagerbuchung {2} gibt es eine andere Gegenbuchung {0} # {1}
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +371,Local,Lokal
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +26,Loans and Advances (Assets),Darlehen und Anzahlungen (Aktiva)
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +12,Debtors,Schuldner
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +147,Large,Groß
DocType: C-Form Invoice Detail,Territory,Region
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +152,Please mention no of visits required,"Bitte bei ""Besuche erforderlich"" NEIN angeben"
DocType: Purchase Order,Customer Address Display,Anzeige der Kundenadresse
DocType: Stock Settings,Default Valuation Method,Standard-Bewertungsmethode
DocType: Production Order Operation,Planned Start Time,Geplante Startzeit
apps/erpnext/erpnext/config/accounts.py +63,Close Balance Sheet and book Profit or Loss.,Bilanz schliessen und in die Erfolgsrechnung übernehmen
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,Wechselkurs zum Umrechnen einer Währung in eine andere angeben
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +141,Quotation {0} is cancelled,Angebot {0} wird storniert
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +26,Total Outstanding Amount,Offener Gesamtbetrag
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +29,Employee {0} was on leave on {1}. Cannot mark attendance.,"Mitarbeiter {0} war am {1} im Urlaub. Er kann nicht auf ""anwesend"" gesetzt werden."
DocType: Sales Partner,Targets,Ziele
DocType: Price List,Price List Master,Preislisten-Vorlagen
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,"Alle Verkaufstransaktionen können für mehrere verschiedene ""Vertriebsmitarbeiter"" markiert werden, so dass Ziele festgelegt und überwacht werden können."
,S.O. No.,Nummer der Lieferantenbestellung
DocType: Production Order Operation,Make Time Log,Zeitprotokoll erstellen
apps/erpnext/erpnext/stock/doctype/item/item.py +412,Please set reorder quantity,Bitte Nachbestellmenge einstellen
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +158,Please create Customer from Lead {0},Bitte Kunden aus Lead {0} erstellen
DocType: Price List,Applicable for Countries,Anwenden für Länder
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +44,Computers,Rechner
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.js +14,This is a root customer group and cannot be edited.,Dies ist eine Root-Kundengruppe und kann nicht bearbeitet werden.
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +39,Please setup your chart of accounts before you start Accounting Entries,"Bitte zunächst Kontenplan einrichten, bevor Buchungen vorgenommen werden"
DocType: Purchase Invoice,Ignore Pricing Rule,Preisregel ignorieren
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +91,From Date in Salary Structure cannot be lesser than Employee Joining Date.,Von-Datum in der Gehaltsstruktur kann nicht vor dem Eintrittsdatum des Mitarbeiters liegen.
DocType: Employee Education,Graduate,Akademiker
DocType: Leave Block List,Block Days,Tage sperren
DocType: Journal Entry,Excise Entry,Eintrag/Buchung entfernen
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +62,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},Warnung: Kundenauftrag {0} zu Kunden-Bestellung bereits vorhanden {1}
DocType: Terms and Conditions,"Standard Terms and Conditions that can be added to Sales and Purchases.

Examples:

1. Validity of the offer.
1. Payment Terms (In Advance, On Credit, part advance etc).
1. What is extra (or payable by the Customer).
1. Safety / usage warning.
1. Warranty if any.
1. Returns Policy.
1. Terms of shipping, if applicable.
1. Ways of addressing disputes, indemnity, liability, etc.
1. Address and Contact of your Company.","Allgemeine Geschäftsbedingungen, die bei Ver- und Einkäufen verwendet werden können.

 Beispiele:

1. Gültigkeit des Angebots.
2. Zahlungsbedingungen (Vorkasse, auf Rechnung, Teilweise Vorkasse usw.)
3. Was ist eine Extraleistung (oder vom Kunden zu tragen).
4. Warnhinweise zur Sicherheit/Nutzung.
5. Garantie, falls vorhanden.
6. Rückgabebedingungen.
7. Lieferbedingungen, falls zutreffend.
8. Beschwerdemanagement, Schadensersatz, Haftung usw.
9. Adresse und Kontaktdaten des Unternehmens."
DocType: Attendance,Leave Type,Urlaubstyp
apps/erpnext/erpnext/controllers/stock_controller.py +172,Expense / Difference account ({0}) must be a 'Profit or Loss' account,"Aufwands-/Differenz-Konto ({0}) muss ein ""Gewinn oder Verlust""-Konto sein"
DocType: Account,Accounts User,Rechnungswesen Benutzer
DocType: Sales Invoice,"Check if recurring invoice, uncheck to stop recurring or put proper End Date","Aktivieren, wenn dies eine wiederkehrende Rechnung ist, deaktivieren, damit es keine wiederkehrende Rechnung mehr ist, oder ein gültiges Enddatum angeben."
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +18,Attendance for employee {0} is already marked,"""Anwesenheit von Mitarbeiter"" {0} ist bereits markiert"
DocType: Packing Slip,If more than one package of the same type (for print),Wenn es mehr als ein Paket von der gleichen Art (für den Druck) gibt
DocType: C-Form Invoice Detail,Net Total,Nettosumme
DocType: Bin,FCFS Rate,"""Wer-zuerst-kommt-mahlt-zuerst""-Anteil (Windhundverfahren)"
apps/erpnext/erpnext/accounts/page/pos/pos.js +15,Billing (Sales Invoice),Abrechnung (Ausgangsrechnung)
DocType: Payment Reconciliation Invoice,Outstanding Amount,Ausstehender Betrag
DocType: Project Task,Working,In Bearbeitung
DocType: Stock Ledger Entry,Stock Queue (FIFO),Lagerverfahren (FIFO)
apps/erpnext/erpnext/projects/doctype/time_log/time_log_list.js +13,Please select Time Logs.,Bitte Zeitprotokolle auswählen.
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +37,{0} does not belong to Company {1},{0} gehört nicht zu Firma {1}
DocType: Account,Round Off,Abschliessen
,Requested Qty,Angeforderte Menge
DocType: Tax Rule,Use for Shopping Cart,Für den Einkaufswagen verwenden
DocType: BOM Item,Scrap %,Ausschuss %
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +38,"Charges will be distributed proportionately based on item qty or amount, as per your selection",Die Kosten werden gemäß Ihrer Wahl anteilig verteilt basierend auf Artikelmenge oder -preis
DocType: Maintenance Visit,Purposes,Zweck
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +103,Atleast one item should be entered with negative quantity in return document,Mindestens ein Artikel sollte mit negativer Menge in das Rückgabedokument eingegeben werden
apps/erpnext/erpnext/manufacturing/doctype/workstation/workstation.py +67,"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations",Arbeitsgang {0} ist länger als alle verfügbaren Arbeitszeiten am Arbeitsplatz {1}. Bitte den Vorgang in mehrere Teilarbeitsgänge aufteilen.
,Requested,Angefordert
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +66,No Remarks,Keine Anmerkungen
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +66,No Remarks,Keine Bemerkungen
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice_list.js +13,Overdue,Überfällig
